113,Department of Electronics and Telecommunication Engineering,2016,,
114,Business Administration,2019,,
115,Development Studies,2018,,
116,Textile Engineering,2012,,
117,English,2014,,
118,Department of Electronics and Telecommunication Engineering,2013,,
119,Business Administration,2012,,
120,Textile Engineering,2012,,
121,Business Administration,2012,,
122,Business Administration,2012,,
123,Textile Engineering,2013,,
124,Textile Engineering,2014,,
125,Textile Engineering,2012,,
126,Computer Science & Engineering,2013,,
127,Software Engineering,2015,,
128,Textile Engineering,2015,,
129,Computer Science & Engineering,2019,,
130,Computer Science & Engineering,2016,,
131,Law,2015,,
132,Law,2017,,
133,Business Administration,2014,,
134,Pharmacy,2015,,
135,Textile Engineering,2015,,
136,Textile Engineering,2015,,
137,Computer Science & Engineering,2015,,
138,Textile Engineering,2016,,
139,Electrical and Electronic Engineering,2016,,
140,Electrical and Electronic Engineering,2017,,
141,Business Administration,2018,,
142,Business Administration,2017,,
143,Computer Science & Engineering,2016,,
144,Business Administration,2016,,
145,Business Administration,2017,,
146,English,2017,,
147,Business Administration,2018,,
148,Computer Science & Engineering,2019,,
149,Computer Science & Engineering,2018,,
150,Textile Engineering,2018,,
151,Business Administration,2018,,
152,Electrical and Electronic Engineering,2019,,
153,Computer Science & Engineering,2017,,
154,Computer Science & Engineering,2019,,
155,Entrepreneurship,2018,,
156,Computer Science & Engineering,2019,,
157,Computer Science & Engineering,2015,,
158,English,2019,,
159,Business Administration,2018,,
160,Public Health,2018,,
161,Business Administration,2013,,
162,Textile Engineering,2013,,
163,Department of Electronics and Telecommunication Engineering,2013,,
164,Business Administration,2016,,
165,Business Administration,2013,,
166,Textile Engineering,2015,,
167,Textile Engineering,2015,,
168,Law,2016,,
169,Business Administration,2012,,
170,English,2016,,
171,English,2017,,
172,Computer Science & Engineering,2015,,
173,Journalism & Mass Communication,2014,,
174,Real Estate,2017,,
175,Textile Engineering,2016,,
176,Law,2014,,
177,Computer Science & Engineering,2018,,
178,Department of Electronics and Telecommunication Engineering,2015,,
179,Department of Electronics and Telecommunication Engineering,2013,,
180,Textile Engineering,2013,,
181,Textile Engineering,2013,,
182,Textile Engineering,2015,,
183,Pharmacy,2015,,
184,Electrical and Electronic Engineering,2014,,
185,Business Administration,2019,,
186,Business Administration,2017,,
187,Business Administration,2012,,
188,Law,2015,,
189,Business Administration,2014,,
190,Software Engineering,2016,,
191,Textile Engineering,2016,,
192,Business Administration,2017,,
193,Computer Science & Engineering,2016,,
194,Textile Engineering,2017,,
195,Computer Science & Engineering,2017,,
196,English,2017,,
197,Business Administration,2016,,
198,Computer Science & Engineering,2017,,
199,Computer Science & Engineering,2017,,
200,Computer Science & Engineering,2018,,
201,Electrical and Electronic Engineering,2017,,
202,English,2019,,
203,Nutrition and Food Engineering,2019,,
204,Public Health,2018,,
205,Pharmacy,2018,,
206,Business Administration,2012,,
207,Business Administration,2012,,
208,Textile Engineering,2014,,
209,Business Administration,2014,,
210,Computer Science & Engineering,2011,,
211,Real Estate,2013,,
212,Textile Engineering,2013,,
213,Textile Engineering,2013,,
214,Business Administration,2011,,
215,Pharmacy,2016,,
216,Electrical and Electronic Engineering,2015,,
217,Electrical and Electronic Engineering,2017,,
218,Software Engineering,2017,,
219,Business Administration,2019,,
220,Business Administration,2016,,
221,Law,2016,,
222,Real Estate,2017,,
223,Nutrition and Food Engineering,2017,,
224,Electrical and Electronic Engineering,2019,,
225,Business Administration,2016,,
226,English,2018,,
227,Journalism & Mass Communication,2018,,
228,Computer Science & Engineering,2018,,
229,Business Administration,2018,,
230,Business Administration,2019,,
231,Computer Science & Engineering,2019,,
232,Public Health,2017,,
233,Business Administration,2018,,
234,Business Administration,2018,,
235,Business Administration,2010,,
236,Business Administration,2013,,
237,Business Administration,2012,,
238,Textile Engineering,2013,,
239,Business Administration,2013,,
240,Textile Engineering,2013,,
241,Business Administration,2013,,
242,Law,2015,,
243,Textile Engineering,2015,,
244,Computer Science & Engineering,2015,,
245,Textile Engineering,2018,,
246,Electrical and Electronic Engineering,2016,,
247,Journalism & Mass Communication,2014,,
248,Journalism & Mass Communication,2017,,
249,Electrical and Electronic Engineering,2015,,
250,Business Administration,2015,,
251,Computer Science & Engineering,2017,,
252,Electrical and Electronic Engineering,2017,,
253,Law,2018,,
254,Business Administration,2017,,
255,Business Administration,2017,,
256,Electrical and Electronic Engineering,2016,,
257,Computer Science & Engineering,2016,,
258,Electrical and Electronic Engineering,2017,,
259,Business Administration,2017,,
260,Business Administration,2017,,
261,Textile Engineering,2017,,
262,Computer Science & Engineering,2018,,
263,Computer Science & Engineering,2017,,
264,Textile Engineering,2019,,
265,Public Health,2017,,
266,Computer Science & Engineering,2018,,
267,Nutrition and Food Engineering,2019,,
268,Business Administration,2018,,
269,Electrical and Electronic Engineering,2017,,
270,Textile Engineering,2018,,
271,Computer Science & Engineering,2017,,
272,Software Engineering,2019,,
273,Department of Electronics and Telecommunication Engineering,2018,,
274,Nutrition and Food Engineering,2017,,
275,Business Administration,2016,,
276,Electrical and Electronic Engineering,2018,,
277,Computer Science & Engineering,2019,,
278,Computer Science & Engineering,2019,,
279,Journalism & Mass Communication,2019,,
280,Business Administration,2018,,
281,Business Administration,2018,,
282,Information Science and Library Management,2018,,
283,Textile Engineering,2013,,
284,Business Administration,2014,,
285,Department of Electronics and Telecommunication Engineering,2013,,
286,Business Administration,2010,,
287,Pharmacy,2013,,
288,Business Administration,2014,,
289,Textile Engineering,2013,,
290,Business Administration,2017,,
291,Computer Science & Engineering,2015,,
292,Software Engineering,2015,,
293,Journalism & Mass Communication,2014,,
294,Department of Electronics and Telecommunication Engineering,2013,,
295,Textile Engineering,2013,,
296,Textile Engineering,2013,,
297,Computer Science & Engineering,2012,,
298,Business Administration,2010,,
299,Computer Science & Engineering,2015,,
300,Textile Engineering,2015,,
301,Textile Engineering,2015,,
302,Law,2015,,
303,Journalism & Mass Communication,2018,,
304,Law,2016,,
305,Computer Science & Engineering,2015,,
306,Textile Engineering,2016,,
307,Computer Science & Engineering,2016,,
308,Electrical and Electronic Engineering,2017,,
309,Business Administration,2015,,
310,Business Administration,2017,,
311,Law,2018,,
312,Journalism & Mass Communication,2017,,
313,Electrical and Electronic Engineering,2018,,
314,Business Administration,2018,,
315,Public Health,2018,,
316,Public Health,2017,,
317,Electrical and Electronic Engineering,2018,,
318,Electrical and Electronic Engineering,2017,,
319,Business Administration,2019,,
320,Public Health,2018,,
321,Textile Engineering,2013,,
322,Computer Science & Engineering,2011,,
323,Business Administration,2012,,
324,Department of Electronics and Telecommunication Engineering,2013,,
325,Electrical and Electronic Engineering,2015,,
326,Business Administration,2012,,
327,Multimedia and Creative Technology,2016,,
328,Law,2016,,
329,Law,2017,,
330,Computer Science & Engineering,2016,,
331,Business Administration,2016,,
332,Electrical and Electronic Engineering,2016,,
333,Business Administration,2016,,
334,Business Administration,2017,,
335,Business Administration,2016,,
336,Business Administration,2017,,
337,English,2015,,
338,Electrical and Electronic Engineering,2018,,
339,Computer Science & Engineering,2018,,
340,Software Engineering,2017,,
341,Law,2017,,
342,Electrical and Electronic Engineering,2018,,
343,Computer Science & Engineering,2017,,
344,Software Engineering,2018,,
345,Textile Engineering,2017,,
346,Business Administration,2018,,
347,Business Administration,2018,,
348,Business Administration,2018,,
349,Business Administration,2018,,
350,Business Administration,2015,,
351,Textile Engineering,2013,,
352,Textile Engineering,2013,,
353,Business Administration,2014,,
354,Business Administration,2014,,
355,Textile Engineering,2013,,
356,Business Administration,2010,,
357,Software Engineering,2015,,
358,Textile Engineering,2015,,
359,Software Engineering,2015,,
360,Textile Engineering,2015,,
361,Business Administration,2013,,
362,Department of Electronics and Telecommunication Engineering,2015,,
363,Textile Engineering,2015,,
364,Business Administration,2017,,
365,Textile Engineering,2018,,
366,Computer Science & Engineering,2017,,
367,Journalism & Mass Communication,2017,,
368,Textile Engineering,2017,,
369,English,2018,,
370,Computer Science & Engineering,2017,,
371,Textile Engineering,2018,,
372,Computer Science & Engineering,2018,,
373,Software Engineering,2018,,
374,Textile Engineering,2019,,
375,Law,2016,,
376,Public Health,2017,,
377,Public Health,2017,,
378,Business Administration,2018,,
379,Public Health,2018,,
380,Business Administration,2014,,
381,Business Administration,2012,,
382,Textile Engineering,2013,,
383,Business Administration,2016,,
384,Business Administration,2012,,
385,Computer Science & Engineering,2012,,
386,Business Administration,2016,,
387,Department of Electronics and Telecommunication Engineering,2014,,
388,Law,2016,,
389,Law,2017,,
390,Business Administration,2015,,
391,Journalism & Mass Communication,2018,,
392,Journalism & Mass Communication,2016,,
393,Business Administration,2014,,
394,Textile Engineering,2017,,
395,Textile Engineering,2016,,
396,Electrical and Electronic Engineering,2017,,
397,Business Administration,2017,,
398,Software Engineering,2019,,
399,Computer Science & Engineering,2018,,
400,Environmental Science and Disaster Management ,2018,,
401,Business Administration,2017,,
402,Computer Science & Engineering,2018,,
403,Business Administration,2016,,
404,Business Administration,2016,,
405,Business Administration,2018,,
406,Software Engineering,2017,,
407,Business Administration,2017,,
408,Computer Science & Engineering,2018,,
409,Computer Science & Engineering,2017,,
410,Computer Science,2007,,
411,Business Administration,2013,,
412,Law,2012,,
413,Business Administration,2014,,
414,Business Administration,2016,,
415,Computer Science & Engineering,2015,,
416,Computer Science & Engineering,2017,,
417,Software Engineering,2015,,
418,Business Administration,2016,,
419,Law,2017,,
420,Law,2018,,
421,Public Health,2014,,
422,Electrical and Electronic Engineering,2016,,
423,Computer Science & Engineering,2014,,
424,Business Administration,2017,,
425,Software Engineering,2018,,
426,Computer Science & Engineering,2018,,
427,Pharmacy,2019,,
428,Pharmacy,2007,,
429,Textile Engineering,2015,,
430,Multimedia and Creative Technology,2017,,
431,Electrical and Electronic Engineering,2017,,
432,Department of Electronics and Telecommunication Engineering,2018,,
433,Computer Science & Engineering,2018,,
434,Computer Science & Engineering,2019,,
435,Textile Engineering,2018,,
436,Electrical and Electronic Engineering,2018,,
437,Law,2016,,
438,English,2018,,
439,Journalism & Mass Communication,2019,,
440,Business Administration,2017,,
441,Business Administration,2018,,
442,Department of Electronics and Telecommunication Engineering,2014,,
443,Textile Engineering,2013,,
444,Business Administration,2012,,
445,Department of Electronics and Telecommunication Engineering,2012,,
446,English,2013,,
447,Textile Engineering,2013,,
448,Textile Engineering,2013,,
449,Textile Engineering,2016,,
450,English,2012,,
451,Department of Electronics and Telecommunication Engineering,2017,,
452,Business Administration,2017,,
453,Real Estate,2016,,
454,Software Engineering,2019,,
455,Business Administration,2017,,
456,Department of Electronics and Telecommunication Engineering,2017,,
457,Business Administration,2017,,
458,Pharmacy,2019,,
459,Pharmacy,2007,,
460,Business Administration,2018,,
461,Business Administration,2018,,
462,Computer Science & Engineering,2018,,
463,Electrical and Electronic Engineering,2018,,
464,Textile Engineering,2019,,
465,Computer Science & Engineering,2017,,
466,Computer Science & Engineering,2019,,
467,Business Administration,2018,,
468,Department of Electronics and Telecommunication Engineering,2012,,
469,Textile Engineering,2013,,
470,Textile Engineering,2013,,
471,Department of Electronics and Telecommunication Engineering,2013,,
472,Textile Engineering,2013,,
473,Textile Engineering,2013,,
474,Business Administration,2013,,
475,Nutrition and Food Engineering,2014,,
476,Electrical and Electronic Engineering,2015,,
477,Law,2015,,
478,Electrical and Electronic Engineering,2014,,
479,English,2016,,
480,Textile Engineering,2016,,
481,Computer Science & Engineering,2017,,
482,Textile Engineering,2016,,
483,Textile Engineering,2015,,
484,Electrical and Electronic Engineering,2016,,
485,Business Administration,2018,,
486,Electrical and Electronic Engineering,2018,,
487,Electrical and Electronic Engineering,2018,,
488,Business Administration,2015,,
489,Textile Engineering,2017,,
490,Electrical and Electronic Engineering,2018,,
491,Textile Engineering,2018,,
492,Computer Science & Engineering,2017,,
493,Computer Science & Engineering,2018,,
494,Electrical and Electronic Engineering,2018,,
495,English,2018,,
496,Law,2016,,
497,Electrical and Electronic Engineering,2019,,
498,Textile Engineering,2019,,
499,Computer Science & Engineering,2019,,
500,Software Engineering,2019,,
501,Business Administration,2019,,
502,Business Administration,2018,,
503,Business Administration,2012,,
504,Textile Engineering,2013,,
505,Business Administration,2013,,
506,Business Administration,2014,,
507,Business Administration,2012,,
508,Pharmacy,2015,,
509,Computer Science & Engineering,2015,,
510,Computer Science & Engineering,2015,,
511,Computer Science & Engineering,2016,,
512,English,2012,,
513,Business Administration,2016,,
514,Computer Science & Engineering,2016,,
515,Computer Science & Engineering,2015,,
516,Real Estate,2016,,
517,Electrical and Electronic Engineering,2016,,
518,Textile Engineering,2016,,
519,Business Administration,2016,,
520,Textile Engineering,2016,,
521,Department of Electronics and Telecommunication Engineering,2017,,
522,Public Health,2014,,
523,Textile Engineering,2018,,
524,English,2017,,
525,Computer Science & Engineering,2018,,
526,Textile Engineering,2013,,
527,Department of Electronics and Telecommunication Engineering,2013,,
528,Textile Engineering,2013,,
529,Business Administration,2014,,
530,Business Administration,2010,,
531,Business Administration,2014,,
532,Business Administration,2015,,
533,Business Administration,2013,,
534,Department of Electronics and Telecommunication Engineering,2014,,
535,Electrical and Electronic Engineering,2015,,
536,Journalism & Mass Communication,2018,,
537,Journalism & Mass Communication,2015,,
538,Law,2015,,
539,Law,2017,,
540,Business Administration,2014,,
541,Textile Engineering,2016,,
542,Computer Science & Engineering,2017,,
543,Computer Science & Engineering,2015,,
544,Law,2016,,
545,Business Administration,2016,,
546,Electrical and Electronic Engineering,2017,,
547,Business Administration,2018,,
548,Electrical and Electronic Engineering,2017,,
549,Electrical and Electronic Engineering,2018,,
550,Department of Electronics and Telecommunication Engineering,2018,,
551,Software Engineering,2018,,
552,Electrical and Electronic Engineering,2018,,
553,Department of Electronics and Telecommunication Engineering,2019,,
554,Computer Science & Engineering,2019,,
555,Business Administration,2018,,
556,Textile Engineering,2019,,
557,Computer Science & Engineering,2015,,
558,Computer Science & Engineering,2019,,
559,Nutrition and Food Engineering,2019,,
560,Public Health,2019,,
561,Business Administration,2010,,
562,Real Estate,2013,,
563,Business Administration,2011,,
564,Department of Electronics and Telecommunication Engineering,2013,,
565,Business Administration,2012,,
566,Textile Engineering,2013,,
567,Computer Science & Engineering,2011,,
568,Textile Engineering,2013,,
569,Computer Science & Engineering,2015,,
570,Business Administration,2012,,
571,Computer Science & Engineering,2015,,
572,Textile Engineering,2015,,
573,Department of Electronics and Telecommunication Engineering,2016,,
574,Computer Science & Engineering,2016,,
575,Computer Science & Engineering,2016,,
576,Business Administration,2015,,
577,English,2014,,
578,Textile Engineering,2017,,
579,Computer Science & Engineering,2018,,
580,English,2017,,
581,Business Administration,2018,,
582,English,2019,,
583,Software Engineering,2018,,
584,Business Administration,2013,,
585,Computer Science & Engineering,2012,,
586,Electrical and Electronic Engineering,2014,,
587,Textile Engineering,2017,,
588,Electrical and Electronic Engineering,2014,,
589,Textile Engineering,2015,,
590,Computer Science & Engineering,2015,,
591,Journalism & Mass Communication,2014,,
592,Electrical and Electronic Engineering,2017,,
593,Textile Engineering,2016,,
594,Pharmacy,2017,,
595,Business Administration,2016,,
596,Business Administration,2014,,
597,Business Administration,2015,,
598,Business Administration,2014,,
599,Business Administration,2015,,
600,Electrical and Electronic Engineering,2017,,
601,Business Administration,2016,,
602,Business Administration,2015,,
603,Business Administration,2015,,
604,Business Administration,2016,,
605,Electrical and Electronic Engineering,2018,,
606,Textile Engineering,2018,,
607,Electrical and Electronic Engineering,2018,,
608,Computer Science & Engineering,2018,,
609,Business Administration,2018,,
610,Real Estate,2018,,
611,Computer Science & Engineering,2019,,
612,Computer Science & Engineering,2018,,
613,English,2018,,
614,Business Administration,2018,,
615,Business Administration,2017,,
616,Public Health,2018,,
617,English,2012,,
618,Textile Engineering,2013,,
619,Textile Engineering,2013,,
620,Business Administration,2014,,
621,Electrical and Electronic Engineering,2014,,
622,Journalism & Mass Communication,2014,,
623,Business Administration,2014,,
624,Computer Science & Engineering,2015,,
625,Pharmacy,2016,,
626,Textile Engineering,2015,,
627,Pharmacy,2015,,
628,Business Administration,2013,,
629,Business Administration,2018,,
630,Business Administration,2016,,
631,Computer Science & Engineering,2016,,
632,Business Administration,2016,,
633,Computer Science & Engineering,2017,,
634,Electrical and Electronic Engineering,2017,,
635,Electrical and Electronic Engineering,2017,,
636,Business Administration,2018,,
637,Business Administration,2017,,
638,Computer Science & Engineering,2018,,
639,Business Administration,2017,,
640,Textile Engineering,2018,,
641,Computer Science & Engineering,2018,,
642,Business Administration,2010,,
643,Textile Engineering,2013,,
644,Business Administration,2011,,
645,Textile Engineering,2013,,
646,Textile Engineering,2015,,
647,Business Administration,2012,,
648,Business Administration,2015,,
649,Pharmacy,2015,,
650,Textile Engineering,2015,,
651,Computer Science & Engineering,2015,,
652,English,2017,,
653,English,2016,,
654,Business Administration,2016,,
655,Electrical and Electronic Engineering,2016,,
656,Electrical and Electronic Engineering,2016,,
657,Textile Engineering,2017,,
658,Business Administration,2015,,
659,Business Administration,2016,,
660,Textile Engineering,2018,,
661,Computer Science & Engineering,2019,,
662,Business Administration,2018,,
663,Business Administration,2018,,
664,Electrical and Electronic Engineering,2018,,
665,Law,2016,,
666,Computer Science & Engineering,2016,,
667,Computer Science & Engineering,2019,,
668,Public Health,2018,,
669,Computer Science & Engineering,2013,,
670,Computer Science & Engineering,2011,,
671,Department of Electronics and Telecommunication Engineering,2013,,
672,Business Administration,2016,,
673,Textile Engineering,2012,,
674,Textile Engineering,2013,,
675,Business Administration,2012,,
676,Computer Science & Engineering,2011,,
677,Business Administration,2015,,
678,Law,2015,,
679,Computer Science & Engineering,2014,,
680,Textile Engineering,2015,,
681,Pharmacy,2015,,
682,Business Administration,2018,,
683,Computer Science & Engineering,2016,,
684,Computer Science & Engineering,2016,,
685,Business Administration,2014,,
686,Electrical and Electronic Engineering,2018,,
687,Textile Engineering,2016,,
688,Real Estate,2017,,
689,Journalism & Mass Communication,2018,,
690,Electrical and Electronic Engineering,2017,,
691,Computer Science & Engineering,2018,,
692,Department of Electronics and Telecommunication Engineering,2019,,
693,Computer Science & Engineering,2018,,
694,Business Administration,2016,,
695,English,2019,,
696,Business Administration,2017,,
697,Business Administration,2018,,
698,Textile Engineering,2013,,
699,Textile Engineering,2012,,
700,Business Administration,2013,,
701,Journalism & Mass Communication,2012,,
702,Business Administration,2011,,
703,English,2012,,
704,Business Administration,2012,,
705,Textile Engineering,2013,,
706,Business Administration,2013,,
707,English,2012,,
708,Department of Electronics and Telecommunication Engineering,2013,,
709,Computer Science & Engineering,2013,,
710,Textile Engineering,2013,,
711,Electrical and Electronic Engineering,2017,,
712,Nutrition and Food Engineering,2014,,
713,Electrical and Electronic Engineering,2015,,
714,Computer Science & Engineering,2015,,
715,Computer Science & Engineering,2018,,
716,Department of Electronics and Telecommunication Engineering,2018,,
717,Business Administration,2016,,
718,Textile Engineering,2017,,
719,Business Administration,2017,,
720,Law,2017,,
721,Computer Science & Engineering,2014,,
722,Electrical and Electronic Engineering,2017,,
723,Business Administration,2017,,
724,Computer Science & Engineering,2019,,
725,Textile Engineering,2017,,
726,Department of Electronics and Telecommunication Engineering,2017,,
727,Textile Engineering,2018,,
728,Electrical and Electronic Engineering,2017,,
729,Computer Science & Engineering,2018,,
730,Law,2018,,
731,Electrical and Electronic Engineering,2017,,
732,Computer Science & Engineering,2017,,
733,Business Administration,2017,,
734,Business Administration,2017,,
735,Computer Science & Engineering,2019,,
736,Business Administration,2017,,
737,Computer Science & Engineering,2019,,
738,Business Administration,2018,,
739,Business Administration,2018,,
740,Business Administration,2018,,
741,Business Administration,2018,,
742,Textile Engineering,2013,,
743,Textile Engineering,2013,,
744,Journalism & Mass Communication,2012,,
745,Law,2014,,
746,Business Administration,2014,,
747,Software Engineering,2015,,
748,Department of Electronics and Telecommunication Engineering,2015,,
749,Textile Engineering,2015,,
750,Business Administration,2014,,
751,Business Administration,2013,,
752,Business Administration,2014,,
753,Software Engineering,2016,,
754,Business Administration,2014,,
755,Law,2017,,
756,Electrical and Electronic Engineering,2017,,
757,Textile Engineering,2016,,
758,Textile Engineering,2013,,
759,Textile Engineering,2013,,
760,Textile Engineering,2013,,
761,Textile Engineering,2010,,
762,Software Engineering,2016,,
763,Software Engineering,2016,,
764,Business Administration,2015,,
765,Computer Science & Engineering,2015,,
766,Electrical and Electronic Engineering,2014,,
767,Textile Engineering,2015,,
768,English,2015,,
769,Textile Engineering,2015,,
770,Electrical and Electronic Engineering,2018,,
771,Textile Engineering,2015,,
772,Law,2017,,
773,Business Administration,2017,,
774,English,2017,,
775,Textile Engineering,2016,,
776,Law,2016,,
777,Law,2017,,
778,Computer Science & Engineering,2017,,
779,Computer Science & Engineering,2017,,
780,Journalism & Mass Communication,2017,,
781,Business Administration,2018,,
782,Electrical and Electronic Engineering,2017,,
783,Business Administration,2018,,
784,Computer Science & Engineering,2019,,
785,Electrical and Electronic Engineering,2018,,
786,Public Health,2017,,
787,Business Administration,2018,,
788,Electrical and Electronic Engineering,2017,,
789,Electrical and Electronic Engineering,2017,,
790,English,2018,,
791,Nutrition and Food Engineering,2017,,
792,Public Health,2018,,
793,Computer Science & Engineering,2019,,
794,Software Engineering,2019,,
795,Textile Engineering,2013,,
796,Textile Engineering,2013,,
797,Textile Engineering,2013,,
798,Textile Engineering,2013,,
799,Business Administration,2014,,
800,Electrical and Electronic Engineering,2014,,
801,Textile Engineering,2015,,
802,Law,2014,,
803,Electrical and Electronic Engineering,2016,,
804,Department of Electronics and Telecommunication Engineering,2017,,
805,Business Administration,2019,,
806,Business Administration,2016,,
807,Electrical and Electronic Engineering,2017,,
808,Law,2015,,
809,Computer Science & Engineering,2015,,
810,Textile Engineering,2016,,
811,Electrical and Electronic Engineering,2018,,
812,Textile Engineering,2017,,
813,Department of Electronics and Telecommunication Engineering,2016,,
814,Business Administration,2017,,
815,Business Administration,2018,,
816,Textile Engineering,2016,,
817,Textile Engineering,2013,,
818,Textile Engineering,2013,,
819,Computer Science & Engineering,2014,,
820,Real Estate,2016,,
821,Business Administration,2012,,
822,Business Administration,2013,,
823,Computer Science & Engineering,2015,,
824,Business Administration,2013,,
825,Electrical and Electronic Engineering,2015,,
826,Textile Engineering,2015,,
827,Business Administration,2018,,
828,Electrical and Electronic Engineering,2014,,
829,Department of Electronics and Telecommunication Engineering,2014,,
830,Journalism & Mass Communication,2016,,
831,English,2018,,
832,Computer Science & Engineering,2015,,
833,Computer Science & Engineering,2016,,
834,Textile Engineering,2017,,
835,Pharmacy,2016,,
836,Business Administration,2016,,
837,Pharmacy,2019,,
838,Pharmacy,2007,,
839,Business Administration,2015,,
840,Computer Science & Engineering,2018,,
841,Textile Engineering,2017,,
842,Textile Engineering,2018,,
843,Computer Science & Engineering,2017,,
844,Computer Science & Engineering,2017,,
845,Computer Science & Engineering,2019,,
846,Public Health,2016,,
847,Computer Science & Engineering,2019,,
848,Electrical and Electronic Engineering,2018,,
849,Public Health,2016,,
850,Business Administration,2018,,
851,Public Health,2016,,
852,English,2017,,
853,Computer Science & Engineering,2013,,
854,Textile Engineering,2013,,
855,Business Administration,2013,,
856,Computer Science & Engineering,2011,,
857,Real Estate,2013,,
858,Pharmacy,2015,,
859,Business Administration,2014,,
860,Business Administration,2015,,
861,Computer Science & Engineering,2015,,
862,Law,2016,,
863,Law,2017,,
864,English,2016,,
865,English,2017,,
866,Pharmacy,2016,,
867,Software Engineering,2016,,
868,Electrical and Electronic Engineering,2017,,
869,Electrical and Electronic Engineering,2017,,
870,Business Administration,2018,,
871,Pharmacy,2018,,
872,Computer Science & Engineering,2018,,
873,Textile Engineering,2018,,
874,Development Studies,2017,,
875,Business Administration,2018,,
876,Department of Electronics and Telecommunication Engineering,2013,,
877,Textile Engineering,2013,,
878,Business Administration,2014,,
879,Business Administration,2012,,
880,Computer Science & Engineering,2012,,
881,Department of Electronics and Telecommunication Engineering,2013,,
882,Textile Engineering,2015,,
883,Electrical and Electronic Engineering,2016,,
884,Electrical and Electronic Engineering,2015,,
885,Business Administration,2016,,
886,Computer Science & Engineering,2017,,
887,Business Administration,2017,,
888,Computer Science & Engineering,2016,,
889,Law,2017,,
890,Business Administration,2016,,
891,Business Administration,2016,,
892,Electrical and Electronic Engineering,2017,,
893,Electrical and Electronic Engineering,2017,,
894,Textile Engineering,2017,,
895,Electrical and Electronic Engineering,2017,,
896,English,2018,,
897,Software Engineering,2019,,
898,Software Engineering,2018,,
899,Electrical and Electronic Engineering,2018,,
900,Law,2018,,
901,English,2018,,
